PS,GeneID,gamete
8,dis_TRINITY_DN11369_c0_g4,6.622161217115329
8,dis_TRINITY_DN1137_c0_g1,5.770958759488179
1,dis_TRINITY_DN11371_c0_g1,3.984875582150608
8,dis_TRINITY_DN11373_c0_g1,5.406055903728575
1,dis_TRINITY_DN11377_c0_g4,4.692301129533622
1,dis_TRINITY_DN11379_c0_g2,2.9214385122427107
8,dis_TRINITY_DN11387_c0_g1,7.1391041700511
1,dis_TRINITY_DN11389_c0_g1,4.112609468051773
7,dis_TRINITY_DN1139_c0_g1,5.014821622040317
8,dis_TRINITY_DN1139_c0_g4,5.685091229075559
1,dis_TRINITY_DN11394_c0_g1,4.1737675007347494
6,dis_TRINITY_DN11394_c0_g2,1.975020744251518
1,dis_TRINITY_DN11394_c0_g4,6.7242746631395045
8,dis_TRINITY_DN114_c0_g1,2.9693603936634885
2,dis_TRINITY_DN1140_c0_g1,5.615427587266139
8,dis_TRINITY_DN11401_c0_g4,3.6815715794312402
4,dis_TRINITY_DN11407_c0_g1,3.6393030405675058
1,dis_TRINITY_DN11407_c0_g4,2.3014478291816407
7,dis_TRINITY_DN1141_c0_g1,6.914834883965557
8,dis_TRINITY_DN1142_c0_g1,9.23233675995783
1,dis_TRINITY_DN11424_c0_g1,2.38041776280883
1,dis_TRINITY_DN1143_c0_g1,6.264670978546142
7,dis_TRINITY_DN11430_c0_g1,6.187971502256226
8,dis_TRINITY_DN11447_c0_g1,3.908799032835465
7,dis_TRINITY_DN1145_c0_g2,1.3858663941930687
1,dis_TRINITY_DN1146_c1_g1,1.3474828047810814
1,dis_TRINITY_DN11462_c0_g2,3.6472628227881017
1,dis_TRINITY_DN1147_c0_g3,2.0039278682826414
1,dis_TRINITY_DN1147_c0_g6,-0.8710849017286098
2,dis_TRINITY_DN1147_c0_g7,4.647240458964437
1,dis_TRINITY_DN11470_c0_g1,2.040025415853809
2,dis_TRINITY_DN11473_c0_g1,9.749274592699406
8,dis_TRINITY_DN1148_c0_g1,3.1951044115476277
8,dis_TRINITY_DN11483_c0_g2,2.7803233040195954
1,dis_TRINITY_DN11486_c0_g1,4.422892399904893
8,dis_TRINITY_DN11492_c0_g2,2.9633091308328137
8,dis_TRINITY_DN11492_c0_g4,3.3457121591093215
1,dis_TRINITY_DN11493_c0_g2,2.377280522712968
8,dis_TRINITY_DN11496_c0_g1,4.245455870563431
8,dis_TRINITY_DN11497_c0_g1,5.817991451148865
7,dis_TRINITY_DN11498_c0_g1,4.931471518972782
8,dis_TRINITY_DN11499_c0_g1,4.2348984215120575
8,dis_TRINITY_DN11499_c0_g2,2.271648754823241
1,dis_TRINITY_DN115_c0_g1,8.535261712679079
1,dis_TRINITY_DN115_c0_g3,2.2196989029373277
7,dis_TRINITY_DN115_c0_g5,5.13211371203568
1,dis_TRINITY_DN11500_c0_g1,-0.7073504301284292
1,dis_TRINITY_DN11501_c0_g4,3.9946443309334736
8,dis_TRINITY_DN11502_c0_g1,7.213254767640482
8,dis_TRINITY_DN11503_c1_g1,0.17782028303736597
7,dis_TRINITY_DN11506_c0_g1,3.3268822172171446
1,dis_TRINITY_DN11507_c0_g1,6.7565958853617545
8,dis_TRINITY_DN11508_c0_g2,-1.1419809313239633
7,dis_TRINITY_DN1151_c0_g2,3.9409726494145496
8,dis_TRINITY_DN1151_c0_g5,4.070751830907066
8,dis_TRINITY_DN1151_c0_g6,5.3703433638484706
7,dis_TRINITY_DN11511_c0_g4,3.2659421679070406
1,dis_TRINITY_DN11513_c0_g1,2.2401486604452496
8,dis_TRINITY_DN11513_c0_g4,2.841269257348933
8,dis_TRINITY_DN11514_c0_g1,4.607545457774502
8,dis_TRINITY_DN11516_c0_g2,6.633718894478974
2,dis_TRINITY_DN11516_c0_g3,6.581654458721028
8,dis_TRINITY_DN11517_c0_g2,6.679246332570883
8,dis_TRINITY_DN11519_c0_g1,6.446129743764141
7,dis_TRINITY_DN11524_c0_g1,3.6649244043383873
1,dis_TRINITY_DN11525_c0_g1,3.1020106431797414
8,dis_TRINITY_DN11526_c0_g1,7.021297927439007
2,dis_TRINITY_DN11528_c0_g1,4.366737784763303
8,dis_TRINITY_DN11530_c0_g1,3.1562654928961544
8,dis_TRINITY_DN11536_c0_g1,1.6467433143153931
